@relation spambase-weka.filters.unsupervised.attribute.RandomProjection-N35-R71-DSparse1_clustered

@attribute Instance_number numeric
@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute K16 numeric
@attribute K17 numeric
@attribute K18 numeric
@attribute K19 numeric
@attribute K20 numeric
@attribute K21 numeric
@attribute K22 numeric
@attribute K23 numeric
@attribute K24 numeric
@attribute K25 numeric
@attribute K26 numeric
@attribute K27 numeric
@attribute K28 numeric
@attribute K29 numeric
@attribute K30 numeric
@attribute K31 numeric
@attribute K32 numeric
@attribute K33 numeric
@attribute K34 numeric
@attribute K35 numeric
@attribute Class {1,0}
@attribute Cluster {cluster0,cluster1}

@data
2851,0.310037,-415.120617,34.918144,448.912928,33.480542,-1.991858,-1.22456,0.613146,416.263771,-416.958323,-0.277128,-382.324235,1.915648,-4.57781,-414.956072,-0.912791,-0.767299,-445.738079,3.190438,-415.969322,33.203414,-418.014874,-32.346049,36.416368,4.782192,-29.18852,0.072746,-32.695923,416.459492,27.188002,-4.837618,-3.87633,-29.384242,-0.644323,-415.0981,0,cluster1
2852,-0.237291,-792.390728,31.864539,822.481646,33.099491,-0.029445,-1.002857,-1.768424,791.143651,-790.972178,-1.311162,-757.136566,2.513206,-4.964058,-791.453688,2.438728,-0.498831,-820.051579,3.474494,-789.861934,31.996175,-790.554754,-30.191378,34.01055,2.234346,-27.073686,0.581969,-30.274516,790.700246,25.352028,-2.637913,-1.385641,-28.966818,-0.594093,-790.248181,0,cluster0
2853,4.032214,-30.778543,5.196152,31.176915,5.196152,-4.797781,0,0,25.980762,-26.746329,0,-20.019043,2.360785,-2.360785,-25.215196,0,0,-24.018349,1.595219,-25.980762,5.196152,-27.575981,-4.430586,6.791371,3.126352,-2.069801,-0.765566,-5.196152,30.778543,2.835367,-2.360785,-3.126352,-3.600934,0.765566,-25.980762,0,cluster1
2854,4.018358,-17.320508,1.732051,19.052559,-2.286307,-8.036716,-0.708409,4.726767,21.338866,-16.612099,0,-19.606815,-2.994716,-1.732051,-13.30215,-0.708409,-3.309949,-17.320508,1.732051,-17.320508,-2.286307,-18.34415,-1.023642,3.464102,1.732051,0.708409,0,-6.458817,24.648815,0,-5.750409,-1.732051,4.018358,-4.018358,-17.320508,0,cluster1
2855,0.595825,-737.604229,49.841494,781.518645,39.733246,4.579542,-2.182384,-6.408588,735.733614,-731.663294,-0.651251,-692.79261,4.356108,-12.354718,-743.392743,0.148956,-0.356802,-777.086327,2.932362,-729.654116,43.065711,-731.623457,-37.758708,48.104247,5.274095,-45.267148,-0.055426,-42.539168,737.282067,43.077836,-4.622844,-3.611326,-40.161062,-1.42721,-735.082363,0,cluster0
2856,8.002075,-77.976927,5.992896,88.923488,10.946561,-4.572614,0,-1.524205,81.406388,-84.835849,4.572614,-73.889287,5.823155,-6.966308,-81.025337,-1.905256,1.143154,-91.864511,-2.17892,-76.452723,9.041305,-84.943236,-10.184459,9.529744,5.823155,-6.26656,-6.096819,-10.184459,84.835849,8.171816,-6.966308,-5.823155,-10.839174,-8.002075,-81.406388,0,cluster1
2857,-3.375767,-326.889949,91.954577,427.799229,97.16805,-0.467654,-0.20265,-0.732657,326.422295,-327.690156,-2.37291,-228.251387,4.629772,-5.767729,-325.419438,-2.57556,1.137957,-419.190936,4.764872,-327.357603,95.730448,-326.273339,-95.460248,100.49532,5.367625,-91.09548,-5.246382,-92.157227,327.154953,89.495065,-3.429461,-4.432318,-90.965576,1.002857,-325.452347,0,cluster1
2858,-0.322161,-196.01619,48.497423,244.513613,48.497423,-2.026499,1.704338,-2.026499,196.01619,-193.667529,-2.026499,-145.814429,8.393518,-6.68918,-194.311852,-0.322161,0.322161,-235.797933,6.367019,-193.98969,50.523922,-200.678871,-48.175261,55.186603,6.68918,-43.51258,2.026499,-46.793085,193.667529,41.808242,-6.68918,-6.367019,-43.834742,-2.026499,-193.667529,0,cluster1
2859,3.59747,-97.756948,11.154407,107.906765,16.03879,0,-2.57556,-6.188618,97.756948,-104.26253,-1.939897,-88.260113,3.076122,-3.711785,-98.409931,-3.545508,1.605611,-106.169518,2.424871,-89.962719,14.064253,-97.606259,-10.201779,15.519175,3.058802,-10.369788,-4.196759,-8.880224,102.975617,12.292365,-9.566117,-4.02875,-10.669433,-4.567418,-91.902616,0,cluster1
2860,-2.424871,-74.824595,13.163586,97.687666,20.4382,-2.424871,-2.424871,2.424871,77.249466,-82.099208,0,-66.510751,2.412747,-2.412747,-77.249466,-2.424871,0,-92.850048,-0.012124,-79.674337,15.588457,-82.087084,-20.4382,22.850946,2.412747,-13.17571,-2.424871,-15.588457,79.674337,10.750839,-4.837618,-7.262489,-15.600582,-4.849742,-82.099208,0,cluster1
2861,-1.02191,-487.918712,131.428015,619.364048,127.340375,0.519615,-1.49476,-0.046765,485.389918,-487.965478,0,-356.508018,5.272363,-7.269417,-489.460238,-0.975145,-0.029445,-610.050811,7.789032,-485.892213,129.903811,-492.169165,-128.911345,139.217048,6.247507,-127.773388,-2.04382,-127.328251,486.943568,123.136688,-6.767123,-7.269417,-124.660893,0.519615,-487.936033,0,cluster0
2862,-1.351,-155.503522,20.403559,170.503081,21.754558,2.701999,0.86949,-2.220489,150.099523,-157.724011,0,-132.397964,3.800119,-6.983629,-156.854521,3.571489,0.48151,-164.870452,6.983629,-148.748523,19.052559,-156.601642,-15.869049,23.334188,5.632629,-15.640419,1.351,-15.48107,156.373011,12.06893,-4.28163,-2.93063,-14.770929,0,-150.099523,0,cluster1
2863,3.736034,-58.474035,5.611845,62.752201,8.261882,-5.265434,-0.230363,-5.052392,58.474035,-63.75679,-1.316359,-52.649148,4.600327,-2.197972,-58.243673,-1.546721,-1.085996,-61.887907,0.651251,-55.823998,6.928203,-58.894924,-5.151119,8.895813,1.111977,-6.902222,-0.230363,-4.525849,58.260993,4.730231,-6.164369,0.204382,-7.593311,-1.103316,-54.507639,0,cluster1
2864,14.410663,-24.525839,-0.277128,17.04338,-7.482459,-14.410663,-1.219364,1.219364,10.115177,-16.101144,0,-10.392305,1.254005,-2.473369,-10.115177,-8.424695,1.219364,-14.570011,9.6787,-24.525839,-0.277128,-25.779844,-20.119502,23.812235,2.473369,-10.440802,-7.205331,-15.352898,16.101144,11.660166,-9.6787,4.731963,-4.454835,7.205331,-10.115177,0,cluster1
2865,2.714124,-126.387747,31.788328,147.449485,4.503332,1.541525,-3.493546,-10.085732,124.950145,-121.421958,-1.489564,-101.191604,2.563435,-12.015236,-138.920867,-2.182384,1.952021,-143.181712,8.753785,-113.142755,26.754989,-115.671549,-12.834496,31.731171,1.536329,-34.079832,1.719926,-15.300937,127.484136,22.804181,-9.001468,-4.285094,-20.980331,1.524205,-124.702462,0,cluster1
2866,14.809034,-80.626965,50.229473,120.983749,40.356784,-24.681724,4.936345,-9.87269,70.754275,-70.754275,-4.936345,-5.715768,16.454483,-21.390827,-70.754275,0,0,-114.401956,-3.290897,-70.754275,50.229473,-77.336069,-50.229473,61.747611,16.454483,-48.584025,4.936345,-50.229473,65.817931,38.711336,-11.518138,8.227241,-48.584025,0,-70.754275,0,cluster1
2867,8.660254,-39.837169,8.53035,38.105118,6.928203,-17.320508,8.660254,-7.058107,31.176915,-22.51666,-8.660254,-15.588457,10.91192,-2.251666,-24.118807,-1.602147,0,-20.135091,2.251666,-24.118807,13.98631,-24.768327,-5.326056,10.782016,2.251666,-13.336791,10.262401,3.334198,31.176915,6.278684,-2.251666,-2.251666,-13.336791,-8.660254,-22.51666,0,cluster1
2868,8.296523,-88.525117,4.364768,82.913272,4.382089,-11.414215,0.898934,-2.596344,81.406388,-85.163206,1.420282,-71.60298,0.964752,-4.326663,-81.666196,-3.361911,-0.898934,-85.7573,5.487137,-82.84399,8.625613,-91.187279,-15.274956,18.702685,2.906381,-13.788856,-1.420282,-12.056806,82.305322,10.049359,-8.604828,1.648912,-8.594436,0.017321,-71.152647,0,cluster1
2869,-0.571577,-1540.054708,73.856378,1613.561212,70.148058,-2.582488,-1.912184,0.606218,1541.682835,-1540.177683,0.41396,-1469.000787,6.138388,-6.886634,-1543.182791,-2.672554,0.368927,-1611.141537,5.9877,-1540.210592,71.341441,-1546.930949,-72.488058,80.334249,6.431105,-69.443113,-0.774227,-72.094883,1540.288534,68.265318,-7.996879,-6.302933,-66.768827,-0.491902,-1539.924804,0,cluster0
2870,-1.025374,-2799.666141,91.137049,2890.896721,88.334591,-0.914523,-1.475707,0.316965,2800.740012,-2799.688657,0.280592,-2710.358137,4.877455,-5.424783,-2801.450153,-1.704338,0.301377,-2886.826401,4.56915,-2799.319731,89.844939,-2804.093263,-89.067249,95.274919,5.547759,-86.316752,-0.902398,-89.51585,2800.358961,85.736515,-6.114139,-5.982503,-85.37798,-0.046765,-2800.346837,0,cluster0
2871,-0.53174,-353.754057,104.719792,456.360747,99.246511,3.360179,-0.116047,-3.244131,353.338365,-349.562494,-0.831384,-250.199935,3.313413,-7.205331,-356.582496,-1.363124,0.116047,-451.68421,3.313413,-349.562494,102.190998,-352.344168,-98.183032,105.920103,3.545508,-102.305313,-1.363124,-101.475661,353.63801,102.537408,-3.845153,-3.9612,-98.877584,-0.299645,-352.50698,0,cluster0
2872,-2.766085,-4653.222045,59.840623,4714.34785,53.936062,-0.812332,-3.005108,0.197454,4655.872082,-4653.416034,0.60795,-4596.802222,4.326663,-5.274095,-4656.542386,-3.024161,0.339482,-4710.738256,4.013162,-4652.494583,58.718254,-4657.093178,-57.673828,65.017723,5.317396,-58.118965,-2.277647,-58.465375,4655.518744,56.388646,-7.506708,-6.614702,-54.40718,-0.041569,-4655.10998,0,cluster0
2873,-1.437602,-2327.767166,67.198375,2395.322344,61.764932,-1.588291,-2.66909,-0.128172,2329.637781,-2327.450201,0.698016,-2264.102175,5.38841,-5.712304,-2331.24166,-3.159261,0.353338,-2391.45121,4.511992,-2326.624013,65.268871,-2331.953533,-64.434022,71.776185,5.525242,-64.378596,-1.683553,-64.953637,2329.537322,62.570335,-7.612363,-6.261364,-60.898906,-0.320429,-2328.993458,0,cluster0
2874,1.818653,-81.406388,17.732736,105.828304,20.78461,-14.549227,0.646055,1.758032,86.862348,-82.052443,-3.637307,-64.259085,3.188706,-2.542651,-76.535861,-5.395338,-2.464708,-102.052434,0.723997,-80.173168,22.01783,-82.77644,-22.663885,25.731347,4.361304,-24.343974,4.22274,-17.734468,85.68975,17.008739,-9.817264,-6.179957,-21.879266,-14.549227,-79.587735,0,cluster1
2875,-2.788602,-78.617786,18.75811,97.375896,10.392305,-5.577204,-8.750321,-2.404087,81.406388,-83.810474,0,-71.014083,3.00684,-8.968559,-84.19499,-0.384515,0.384515,-88.407337,3.391355,-78.617786,10.392305,-73.258821,-10.00779,13.78366,3.391355,-12.193638,0,-5.199617,81.021873,4.212348,-3.391355,-3.391355,-7.000949,2.788602,-81.406388,0,cluster1
2876,0.917987,-107.115218,7.453015,113.483969,8.746857,0.860829,-1.442798,-2.229149,105.729577,-105.563301,-2.360785,-97.808909,2.57556,-5.255042,-108.802236,0,-0.917987,-111.376063,1.657573,-103.42595,6.853725,-105.40222,-5.542563,9.954096,3.493546,-4.745819,-0.074478,-6.102015,107.416595,3.451977,-3.493546,-2.107906,-5.270631,-2.286307,-103.351472,0,cluster1
2877,0.999393,-5487.145619,173.674467,5662.178013,175.586651,-4.468691,-1.390837,1.063479,5487.587292,-5488.505279,-0.433013,-5310.488561,3.632111,-5.213473,-5486.128905,-1.894864,-0.523079,-5663.885815,3.129816,-5489.251792,173.93947,-5493.717019,-178.337147,184.754396,4.56049,-174.485066,-1.648912,-178.4913,5485.486314,173.492601,-6.166101,-3.278772,-173.262238,-0.782887,-5484.322376,0,cluster0
2878,3.498743,-119.528826,19.315831,140.313436,5.040268,-6.997485,2.088853,8.687967,121.278198,-114.620194,-1.749371,-98.744217,-4.726767,-5.429979,-116.310676,-1.690482,-5.587596,-140.412163,5.429979,-112.811933,20.504017,-120.050174,-13.846014,31.743295,3.680608,-22.691598,5.528706,-20.164536,123.367051,13.885851,-10.678093,-3.680608,-17.104002,-12.245599,-117.779455,0,cluster1
2879,5.767729,-42.140796,25.090488,53.693575,34.623696,-5.767729,-5.767729,2.002251,30.605338,-47.908525,5.767729,-19.052559,4.040875,-15.576333,-38.375318,-2.002251,0,-45.887222,4.040875,-26.839859,15.318257,-40.413941,-15.318257,23.363633,9.808604,-13.279634,2.002251,-3.782799,42.140796,9.514155,-9.808604,-4.040875,-13.279634,-11.535458,-24.837609,0,cluster1
2880,0,-18.636867,9.976613,12.124356,1.732051,0,0,0,18.636867,-18.636867,8.244562,-0.415692,-14.757073,6.512511,-10.392305,0,-8.244562,-2.147743,9.976613,-10.392305,26.465736,-12.124356,-1.732051,3.464102,-6.512511,-8.244562,-8.244562,-1.732051,18.636867,-8.244562,-1.732051,-9.976613,-8.244562,0,-10.392305,0,cluster1
2881,-3.723909,-89.685591,20.905853,114.298033,13.475355,-1.835974,-3.706589,-7.447818,95.262794,-104.563907,1.853294,-76.210236,4.828958,2.618861,-100.857319,7.447818,-3.723909,-105.745166,4.846278,-87.814976,22.776468,-90.80796,-17.181944,25.752131,1.105048,-32.825827,-5.577204,-13.475355,95.262794,10.499692,-2.975663,-6.699573,-19.800805,5.577204,-93.39218,0,cluster1
2882,-2.546115,-63.375739,35.351157,106.36524,27.712813,-10.184459,-7.638344,0,68.467968,-76.106312,-2.546115,-43.30127,5.071445,-7.617559,-73.560198,-2.546115,0,-96.201566,2.52533,-71.014083,27.712813,-68.447184,-32.805042,37.876487,5.071445,-25.187483,2.546115,-20.074469,71.014083,17.549139,-7.617559,-7.617559,-22.641368,0,-76.106312,0,cluster1
2883,2.615397,-25.980762,13.206887,35.541683,14.791714,-5.248114,-5.248114,-1.584826,25.980762,-33.844273,0,-21.667956,2.598076,-7.84619,-27.011332,-1.03057,0,-31.341459,2.598076,-24.395936,5.897633,-23.330724,-5.897633,10.55685,2.598076,-4.330127,1.03057,-0.649519,28.596159,0.112583,-5.213473,-2.598076,-4.330127,-2.615397,-23.365365,0,cluster1
2884,7.863511,-34.641016,15.177961,40.633912,21.719917,0,0,-6.541956,34.641016,-42.504527,0,-28.64812,3.848617,-3.848617,-35.962571,-1.321555,0,-45.97036,3.848617,-28.09906,12.534852,-38.489633,-12.534852,19.026578,3.848617,-10.00779,1.321555,-12.534852,42.504527,11.329344,-11.712128,-3.848617,-10.00779,-7.863511,-26.777505,0,cluster1
2885,-11.535458,-40.426066,14.237458,62.353829,-4.988306,-7.690306,-11.535458,-3.845153,59.65183,-55.806677,0,-41.569219,3.055338,12.325274,-55.806677,0,-7.690306,-51.608186,3.055338,-48.116371,18.08261,-39.636251,-18.08261,13.447642,-4.634968,-30.407884,-7.690306,-10.392305,51.961524,11.18212,-3.055338,-10.745643,-15.027273,11.535458,-51.961524,0,cluster1
2886,0,-31.36744,1.732051,33.099491,1.732051,-19.243084,19.243084,-19.243084,50.610525,-31.36744,-19.243084,-10.392305,20.975135,17.511034,-12.124356,0,-19.243084,7.118729,1.732051,-12.124356,40.21822,-13.856406,-1.732051,3.464102,-17.511034,-38.486169,0,17.511034,12.124356,0,-1.732051,-20.975135,-38.486169,-19.243084,-12.124356,0,cluster1
2887,0,-29.635389,1.732051,31.36744,1.732051,-19.243084,19.243084,-19.243084,48.878474,-29.635389,-19.243084,-8.660254,20.975135,17.511034,-10.392305,0,-19.243084,8.85078,1.732051,-10.392305,40.21822,-12.124356,-1.732051,3.464102,-17.511034,-38.486169,0,17.511034,10.392305,0,-1.732051,-20.975135,-38.486169,-19.243084,-10.392305,0,cluster1
2888,0,-6.928203,1.732051,8.660254,1.732051,0,0,0,31.661889,-31.661889,0,-5.196152,1.732051,23.001635,-6.928203,0,-24.733686,17.805482,1.732051,-6.928203,26.465736,-8.660254,-1.732051,3.464102,-23.001635,-24.733686,-24.733686,-1.732051,6.928203,0,-1.732051,-26.465736,-24.733686,0,-6.928203,0,cluster1
2889,7.447818,-98.969383,21.979725,120.758582,9.87269,-4.468691,-1.680089,-5.577204,97.479819,-103.247549,-1.489564,-77.180184,5.927078,-10.586295,-108.097291,-1.870615,0.190526,-114.831504,4.62804,-94.691218,18.619546,-100.42777,-13.96033,25.118201,4.62804,-16.970634,-1.299038,-11.362253,100.268421,12.882994,-9.096731,-3.138476,-14.182032,0,-101.948511,0,cluster1
2890,-2.066337,-334.510972,28.653317,365.653246,15.640419,3.897114,-0.226899,-5.592792,333.229255,-336.223971,-1.281718,-306.682112,6.611238,-4.91556,-343.735875,4.236596,0.226899,-358.214088,7.439158,-332.004695,27.188002,-337.957754,-19.859695,35.474133,5.556419,-29.914249,-1.848098,-20.330812,334.301394,21.13968,-2.958343,-4.841082,-21.706061,4.555294,-340.238864,0,cluster1
2891,3.533384,-60.552496,24.387275,88.473155,3.186973,3.533384,-0.327358,-10.272793,57.019113,-63.758522,-3.533384,-39.698605,9.650987,-6.444961,-71.152647,6.73941,0.327358,-78.494811,6.444961,-53.485729,20.853892,-63.136716,-9.926383,30.832236,6.444961,-21.14834,-3.533384,-7.047715,60.225139,14.408931,-2.911577,-2.911577,-14.408931,3.533384,-71.152647,0,cluster1
2892,2.130422,-72.347762,14.725896,95.262794,18.654187,-12.782535,0.796743,3.796655,78.73903,-73.144506,-2.130422,-57.95442,1.325019,-0.528275,-68.419471,-5.927078,-2.927166,-95.067073,0.528275,-72.680316,20.452056,-77.933626,-23.379222,25.906284,4.78912,-23.1835,2.462976,-21.785735,79.535773,18.458465,-11.180388,-6.919543,-20.256334,-14.912957,-72.347762,0,cluster1
2893,5.092229,-12.124356,1.732051,8.764177,6.82428,0,-0.824456,-9.360003,12.124356,-21.484358,0,-20.576764,5.999824,-1.732051,-12.124356,-0.824456,0.824456,-12.124356,-3.360179,-7.032126,-3.360179,-13.03195,4.184635,3.464102,1.732051,0.824456,0,-2.556507,16.392129,0,-6.82428,3.360179,0,-5.092229,-12.124356,0,cluster1
2894,-8.071357,-234.970013,43.924808,269.628349,5.767729,1.160474,-7.340431,-9.997397,236.147807,-224.217441,1.143154,-210.738622,8.824799,-8.111194,-252.290521,-8.466264,-4.212348,-256.927221,8.093873,-228.05913,33.480542,-225.33115,-30.782007,45.021197,6.933399,-54.990881,1.160474,-30.428669,242.681103,40.403549,-6.95072,-5.772925,-32.314872,4.641896,-238.451435,0,cluster1
2895,1.402961,-33.982837,3.793191,39.178989,12.210958,-4.208883,0,-4.208883,32.579876,-35.385798,-4.208883,-25.980762,3.351518,-3.351518,-31.176915,-2.805922,0,-33.021549,1.948557,-28.370992,6.599114,-28.916588,-5.196152,7.14471,1.948557,-4.650556,-1.402961,0.415692,35.385798,1.844634,-4.754479,-1.948557,-4.650556,-4.208883,-25.56507,0,cluster1
2896,-2.570363,-155.884573,26.171288,178.505156,22.603263,0,-2.965271,-1.780548,152.333869,-160.235484,-1.177795,-133.083856,4.130941,-11.842031,-159.237823,2.958343,0.592361,-167.840919,6.898758,-151.156074,19.052559,-153.877126,-14.694719,24.756202,6.098551,-15.912351,0.980341,-11.348397,156.470006,9.583437,-3.528187,-4.920756,-14.52671,0.214774,-154.706778,0,cluster1
2897,6.980165,-68.294763,10.652112,74.928518,12.695932,-3.966396,-1.991858,-4.018358,69.282032,-76.279518,0,-65.627405,1.401229,-5.367625,-68.294763,-1.974538,-0.987269,-75.553788,3.375767,-64.276405,7.672985,-69.678672,-9.647523,12.036021,2.388498,-6.271756,-0.987269,-7.655665,75.274928,4.279898,-10.355932,-2.388498,-5.284487,-5.992896,-64.276405,0,cluster1
2898,2.92197,-45.033321,14.012291,53.693575,8.660254,-3.568025,-0.322161,0.322161,46.817333,-47.141227,0,-35.727012,-4.809905,-2.648306,-42.603254,-0.322161,-1.461851,-52.829282,3.786263,-43.249309,12.228279,-46.71341,-7.692038,12.446517,5.078373,-5.043732,-0.646055,-8.982415,51.847209,2.443924,-6.21633,-5.078373,-4.873991,-4.705982,-45.033321,0,cluster1
2899,5.490601,-249.623162,16.454483,262.856031,12.158997,-3.256256,2.416211,-2.346929,234.502359,-243.39644,3.238935,-219.017825,5.23599,-2.802458,-249.519239,-6.226723,-0.268468,-250.302126,9.366931,-234.502359,25.097416,-250.425102,-14.575208,34.377744,3.89365,-25.819681,-1.091192,-10.816657,245.561503,12.595473,-9.280328,-5.054124,-20.147215,-5.403999,-237.810576,0,cluster1
2900,4.08764,-190.733435,28.232428,216.48903,20.888533,-2.424871,-3.256256,-5.733088,193.175627,-196.431882,-1.628128,-173.118478,3.879794,-7.967434,-197.263266,-2.442192,0,-213.440621,4.693858,-188.256602,22.51666,-192.153717,-22.49934,28.838646,3.879794,-22.724507,-0.814064,-19.260405,197.263266,19.468251,-9.595561,-5.507922,-18.636867,-3.273576,-192.344242,0,cluster1
2901,0.064086,-1022.133411,49.223152,1067.324349,39.958412,0.452065,-4.671341,-4.785656,1021.977526,-1021.123625,-0.846973,-978.690113,3.715249,-13.551566,-1027.362472,-0.758638,0.1351,-1060.252385,2.823243,-1016.677451,41.657554,-1016.944187,-36.354014,45.951308,4.877455,-42.880382,-1.094656,-37.926717,1021.707327,39.173793,-4.629772,-4.409801,-38.745977,-0.375855,-1020.818784,0,cluster0
2902,0,-154.152522,14.982239,170.260594,16.108073,-2.251666,-2.251666,1.125833,154.152522,-156.404188,0,-140.296115,4.056463,-6.308129,-153.026689,-1.125833,0,-163.952465,4.056463,-154.152522,13.856406,-157.083152,-13.856406,19.038702,4.056463,-9.799943,-1.125833,-11.60474,154.152522,7.548277,-5.182296,-5.182296,-9.799943,-1.125833,-154.152522,0,cluster1
2903,4.382089,-114.852289,16.385201,134.164656,20.78461,-2.909845,-0.235559,-1.219364,114.852289,-117.543896,-2.909845,-99.922011,4.023554,0.122976,-116.307212,-6.089891,0.235559,-138.68704,-0.122976,-117.779455,19.329687,-123.275252,-20.549051,27.970888,2.80419,-17.744861,1.454923,-19.565246,118.998819,17.980419,-10.113445,-7.186279,-17.980419,-5.854332,-117.779455,0,cluster1
2904,43.30127,-21.217622,1.732051,-20.351597,34.208003,-10.825318,0,-32.475953,10.392305,-42.868257,0,-41.136207,1.732051,-1.732051,-10.392305,0,0,0.433013,1.732051,22.083648,1.732051,-12.124356,-1.732051,3.464102,1.732051,0,0,-1.732051,53.693575,0,-34.208003,-1.732051,0,-32.475953,22.083648,0,cluster1
2905,10.634792,-88.958129,8.824799,88.906168,8.677575,-2.909845,0,4.027018,71.533698,-85.078336,6.772319,-65.765969,0.055426,-12.612794,-81.363087,-9.794747,0.952628,-79.315803,6.810424,-72.668192,10.435606,-90.936131,-15.250707,17.523158,10.672897,-8.587508,-6.590453,-3.645967,86.030964,6.812156,-14.51805,-2.93063,-7.63488,-10.617471,-74.426223,0,cluster1
2906,-7.205331,-129.695964,47.111782,176.807746,32.701119,1.801333,-2.343465,-3.060534,131.497297,-136.359164,-1.801333,-91.590847,1.307698,-5.452496,-138.702629,3.060534,0.542132,-167.752585,7.253829,-131.497297,39.906451,-129.20233,-33.96032,43.557614,5.452496,-41.117154,0,-31.441918,134.557831,30.851289,-0.048497,-5.452496,-34.453955,5.403999,-136.901296,0,cluster1
2907,-9.032645,-64.08588,37.16981,116.982712,45.033321,-7.863511,5.52351,2.340001,64.08588,-62.915014,-7.863511,-25.746935,11.932098,1.454923,-55.053235,-10.203511,2.340001,-102.710613,-2.624057,-64.08588,52.896832,-74.848844,-49.387697,65.999796,7.577722,-42.979109,6.694376,-39.509811,61.745879,38.624733,-14.272099,-15.441233,-47.657378,-14.557887,-71.949391,0,cluster1
2908,6.183421,-43.30127,10.310898,52.706306,21.771879,0,0,-5.277559,43.30127,-49.484692,0,-33.896234,3.935219,2.248202,-50.390554,5.277559,0,-55.860371,3.935219,-38.023711,14.682595,-53.419911,-14.682595,26.612961,3.935219,-17.836659,0.905863,-14.682595,43.30127,6.375679,-10.118641,-3.935219,-11.653238,-6.183421,-37.117849,0,cluster1
