@relation spambase-weka.filters.unsupervised.attribute.RandomProjection-N20-R42-DSparse1_clustered

@attribute Instance_number numeric
@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute K16 numeric
@attribute K17 numeric
@attribute K18 numeric
@attribute K19 numeric
@attribute K20 numeric
@attribute Class {1,0}
@attribute Cluster {cluster0,cluster1}

@data
1853,4.191563,0,1.730319,-4.574346,0.729193,2.113102,-0.348142,0,-3.8261,16.955045,2.095781,19.052559,15.209138,25.357224,21.531124,21.513803,-19.418022,2.824975,-14.493801,-4.191563,0,cluster1
1854,0,-1.628128,-0.237291,-1.865419,-36.135776,30.839165,-1.051355,0,-3.018965,248.840275,0,252.169277,255.662824,255.425533,254.729248,256.357376,-253.915184,-32.999032,-217.883331,0.814064,0,cluster1
1855,-4.43405,-2.217025,-0.339482,-2.556507,-16.981026,11.72252,8.528618,0,-15.179693,67.293638,0,68.797058,78.00464,71.014083,64.363008,73.231108,-77.665158,-19.537533,-53.354093,-2.217025,0,cluster1
1856,-3.550704,0.502295,1.319823,-1.208971,-102.731397,97.485016,2.341733,1.004589,-8.906205,416.047264,-1.506884,419.156295,420.347946,418.654001,412.69921,421.307503,-424.338591,-104.820251,-314.921478,0.502295,0,cluster1
1857,-6.062178,-11.60474,-1.402961,-5.594524,-17.649598,10.328219,5.559883,5.092229,-6.010216,264.887726,-0.900666,268.069503,269.957439,274.564694,273.74197,274.192303,-274.642636,-19.42495,-253.130565,6.980165,0,cluster1
1858,3.169653,0,1.576166,-1.054819,-13.856406,6.250971,4.745819,0,-7.932793,114.415812,0.521347,117.779455,123.597414,119.355621,117.762134,117.245983,-119.894289,-16.504712,-103.401701,-5.284487,0,cluster1
1859,12.366843,-12.366843,-12.366843,-12.366843,-17.320508,7.794229,12.366843,12.366843,-12.366843,21.893122,0,6.685716,31.419402,31.419402,19.052559,31.419402,-6.685716,-17.320508,-1.732051,0,0,cluster1
1860,5.577204,-11.154407,-6.488262,-6.488262,-4.285094,2.475101,4.666145,5.577204,-4.666145,20.997652,0,7.898152,25.540821,24.629762,24.629762,24.629762,-7.898152,0.381051,-12.945348,5.577204,0,cluster1
1861,13.856406,0,6.928203,6.928203,5.196152,-6.928203,-6.928203,0,-6.928203,22.51666,6.928203,24.248711,24.248711,31.176915,25.310458,25.310458,-25.310458,6.2579,-14.52671,-13.856406,0,cluster1
1862,7.517101,0,0,-15.051522,-1.732051,-7.517101,-22.568622,0,-22.568622,12.124356,7.517101,13.856406,21.373507,13.856406,4.084176,34.187219,-19.135697,18.598762,0.672036,-7.517101,0,cluster1
1863,1.766692,1.766692,1.477439,3.244131,-25.622228,23.87632,-2.055944,1.766692,2.055944,151.793469,-1.766692,154.117881,154.407133,159.417956,154.117881,157.651265,-157.651265,-25.91148,-126.150456,-3.533384,0,cluster1
1864,4.555294,-3.031089,0,-6.062178,-8.660254,1.965878,-6.062178,0,-10.617471,34.233984,0,33.341978,40.928361,36.373067,33.341978,42.435245,-33.341978,0.433013,-27.712813,-1.524205,0,cluster1
1865,5.403999,-1.351,0,1.602147,-6.928203,3.772407,0,-1.351,-2.701999,29.502021,0.251147,31.557966,34.008818,34.259965,35.264554,34.41585,-32.813703,-1.619468,-23.374026,-1.602147,0,cluster1
1866,-0.017321,1.177795,-0.694552,-1.719926,-70.390545,61.697382,0.691088,2.064605,-0.258076,917.434404,0.188794,927.842297,928.003378,927.546116,925.976878,926.574436,-927.617131,-71.031404,-854.902173,1.422014,0,cluster1
1867,2.338269,1.177795,0.505759,-3.396552,-38.004659,30.156737,1.077336,1.160474,-7.485924,180.074394,-1.581362,185.329436,189.332206,186.48991,184.655669,186.758378,-185.984152,-35.683711,-146.486465,-1.363124,0,cluster1
1868,-0.259808,-0,-0.155885,-1.134493,-89.522778,84.155153,1.385641,1.36832,-0.710141,3592.786062,0.050229,3599.582629,3598.153687,3599.953288,3598.766833,3599.400764,-3599.859757,-90.357627,-3508.691531,0.050229,0,cluster1
1869,0.883346,0,-1.162206,-2.928898,-16.972366,17.519694,-0.27886,1.02191,-3.254523,113.421615,-0.744782,109.898624,115.477559,118.732083,112.82579,119.753993,-115.337263,-18.134572,-90.463282,-1.766692,0,cluster1
1870,1.125833,0,1.020178,1.020178,-17.821071,16.087288,0.448601,0.659911,-0.448601,120.458938,-0.448601,122.421351,121.955429,124.10144,123.741174,123.081262,-122.527006,-17.37247,-103.711738,-0.571577,0,cluster1
1871,-4.330127,-0.34641,0.542132,0.391443,-38.157079,34.466079,5.720964,-0.109119,-5.028143,728.625277,-0.687624,732.830697,732.629779,732.783931,728.131643,732.143073,-737.853644,-42.042069,-694.181715,1.160474,0,cluster1
1872,1.0808,-1.565774,3.282236,-3.626914,-276.322726,271.604619,2.450852,0.682428,-6.573133,1177.370197,-0.195722,1186.964026,1187.168408,1183.503389,1179.284113,1183.811694,-1180.699198,-273.901319,-908.429472,-0.715337,0,cluster1
1873,-2.338269,-3.897114,-5.45596,-7.608899,-58.889727,52.384145,7.794229,3.117691,-8.573651,218.475693,-4.491208,225.946028,221.084161,230.622565,226.753164,225.564977,-237.850413,-76.603411,-160.607875,-0.964752,0,cluster1
1874,0,0,-1.30077,-1.30077,-5.627433,-3.464102,5.627433,0,-12.555636,12.555636,0,17.320508,25.549481,17.320508,10.392305,17.320508,-24.248711,-13.856406,-9.091535,-6.928203,0,cluster1
1875,0.190526,-6.304665,2.002251,-0.301377,-109.181555,94.464319,-3.003376,6.858921,-1.170866,1833.401761,-5.282755,1845.30961,1844.693,1843.820046,1835.956536,1846.799174,-1842.902059,-104.858356,-1734.312866,0.467654,0,cluster1
1876,-0.935307,0,-0.315233,-1.250541,-10.232956,5.625701,0.602754,3.916167,-1.555382,65.932246,-0.777691,69.282032,69.597266,69.282032,71.485201,67.551714,-70.374956,-10.548189,-60.148928,1.887935,0,cluster1
1877,-7.222652,-7.205331,-0.452065,-7.544813,-8.208189,-2.336537,10.026842,6.564473,-12.00138,57.96308,0.112583,67.549981,63.940388,66.909123,58.881067,67.662565,-77.38803,-17.857444,-58.437662,-2.72798,0,cluster1
1878,-12.366843,-6.183421,-0.415692,5.767729,-16.904816,-10.335147,11.951151,18.550264,-5.767729,43.42771,-18.550264,40.58195,40.997643,46.765372,28.6308,47.181064,-59.547907,-29.271659,-28.613479,6.183421,0,cluster1
1879,0,-1.056551,-1.558846,0,-9.87269,7.402785,0.519615,0.519615,-1.03923,165.539024,-1.03923,166.432762,169.048159,169.048159,169.065479,168.008928,-169.030838,-10.8946,-157.097008,1.056551,0,cluster1
1880,-9.612882,-4.797781,-0.377587,4.420194,-16.942921,-4.792585,9.235295,14.393342,-4.437514,43.465815,-14.393342,41.967591,42.345178,46.765372,32.732296,47.142959,-56.755841,-26.555803,-28.68969,4.797781,0,cluster1
1881,-3.39482,-10.184459,-0.524811,-3.39482,-15.063646,9.947168,2.870008,3.39482,-2.870008,34.878307,0.524811,34.77958,38.1744,41.569219,44.439228,42.094031,-38.1744,-12.193638,-25.455951,6.264828,0,cluster1
1882,-5.291415,-7.525761,0,-5.291415,-13.856406,2.445656,0,8.642934,-6.408588,32.505398,7.525761,46.150494,39.741906,43.916148,39.741906,45.033321,-51.441909,-22.49934,-25.885499,1.117173,0,cluster1
1883,-2.563435,1.281718,-0.717069,-1.998787,-18.513891,12.966132,4.409801,2.741836,-5.691519,96.490818,-1.281718,102.190998,102.908067,103.294314,98.882781,102.727933,-107.854804,-22.182375,-81.706033,-2.741836,0,cluster1
1884,0.207846,1.541525,0.12644,-1.834242,-90.617434,82.175419,3.001644,1.723391,-3.018965,1063.278278,-1.406425,1068.900515,1068.604334,1068.978457,1069.544838,1068.013705,-1070.719168,-93.40084,-976.47482,0.410496,0,cluster1
1885,-3.013768,-2.009179,0.749978,-0.566381,-75.972945,70.724831,4.110157,3.671948,-4.092836,1192.579335,-3.013768,1202.666799,1198.227553,1201.298479,1196.968352,1200.293889,-1204.658657,-74.564787,-1124.192773,5.369358,0,cluster1
1886,1.299038,2.113102,0.342946,-0.817528,-62.927138,55.711414,2.715856,2.17026,-4.984842,378.002768,-2.650038,381.293665,382.128513,380.976699,382.350216,380.531562,-382.627344,-62.279351,-317.684099,0.081406,0,cluster1
1887,0,0,0,0,-6.928203,4.546633,0,0,0,16.670989,0,19.052559,19.052559,19.052559,22.319207,22.319207,-22.319207,-3.661555,-8.857708,0,0,cluster1
1888,-1.195115,-1.195115,2.39023,1.195115,-26.119326,19.28119,2.39023,3.723909,-5.975575,191.932014,-3.585345,191.59946,195.184806,193.851126,192.794575,192.794575,-193.98969,-24.647083,-170.260594,3.446781,0,cluster1
1889,0,0,0,0,-5.196152,1.732051,0,0,0,3.464102,0,6.928203,6.928203,6.928203,6.928203,6.928203,-6.928203,-5.196152,-1.732051,0,0,cluster1
1890,1.853294,1.870615,-3.723909,5.577204,-10.392305,6.086427,0,3.723909,-7.430498,120.904075,0,115.926161,125.209953,112.202251,119.632749,114.055546,-115.926161,-2.961807,-107.38715,3.723909,0,cluster1
1891,0,0.536936,-0.439941,-0.251147,-205.674105,197.961283,-0.959556,0.519615,2.016107,610.080256,-0.330822,619.398689,620.169452,618.342138,618.153345,619.050547,-617.822523,-205.074816,-411.788151,1.906988,0,cluster1
1892,2.442192,-8.105998,-8.050572,-0.758638,-63.327242,56.589564,-5.643022,0,-4.905168,202.847398,-7.291934,199.740099,212.657734,208.64284,208.64284,214.341287,-215.138031,-64.882623,-143.001579,-2.442192,0,cluster1
1893,1.299038,1.299038,-1.564042,-0.698016,-45.20133,45.106067,1.90006,-0.866025,-0.168009,567.054382,-2.165064,571.143754,570.109719,573.74183,571.143754,570.277728,-576.339906,-45.899346,-521.948315,-1.299038,0,cluster1
1894,0.155885,-2.667358,0.060622,-3.238935,-37.472919,29.191984,2.173724,3.290897,-6.867581,1676.008572,-1.273057,1681.700091,1681.907937,1682.860565,1678.785049,1683.045894,-1684.526798,-38.153615,-1643.409643,-1.740711,0,cluster1
1895,0.242487,-1.247077,-0.010392,-0.897202,-41.541507,37.517953,-0.2702,1.732051,0.027713,855.17757,-0.644323,858.594906,858.52216,859.097201,859.499036,858.452878,-858.594906,-40.824438,-817.517589,2.116566,0,cluster1
1896,0.909327,-2.433531,2.941022,-0.417424,-65.727864,60.370631,5.972111,0.407032,-3.945612,974.628454,0.2702,984.281173,984.603334,980.43602,979.658329,978.172229,-978.404324,-66.637191,-917.278519,-0.365463,0,cluster1
1897,-3.931755,1.558846,2.236078,0,-25.081828,22.314011,12.455177,1.558846,-13.2346,283.28557,-2.218757,285.632499,294.258112,285.615178,276.870054,285.73469,-291.1231,-30.709261,-257.956059,-4.033946,0,cluster1
1898,2.771281,2.771281,2.771281,0.207846,-25.980762,23.25105,11.085125,1.385641,-9.699485,95.442928,-1.177795,99.766127,109.257765,98.380486,98.17264,95.817051,-98.380486,-24.595121,-72.399724,-5.750409,0,cluster1
1899,12.366843,-12.366843,-12.366843,-12.366843,-17.320508,7.794229,12.366843,12.366843,-12.366843,21.893122,0,6.685716,31.419402,31.419402,19.052559,31.419402,-6.685716,-17.320508,-1.732051,0,0,cluster1
1900,0,0,0,0,-15.051522,-13.319471,13.319471,0,0,5.196152,0,6.928203,6.928203,-6.391267,6.928203,6.928203,-6.928203,-1.732051,8.123318,0,0,cluster1
1901,-5.923614,-0.190526,-1.137957,-0.005196,-41.020159,37.793349,5.894169,1.281718,-5.894169,854.903906,0.024249,857.780842,858.929192,859.287726,854.985312,857.666527,-863.894981,-45.830064,-817.498536,3.076122,0,cluster1
1902,12.366843,-12.366843,-12.366843,-12.366843,-17.320508,7.794229,12.366843,12.366843,-12.366843,21.893122,0,6.685716,31.419402,31.419402,19.052559,31.419402,-6.685716,-17.320508,-1.732051,0,0,cluster1
1903,-1.749371,-6.997485,0,0,-43.30127,34.419314,-5.248114,5.248114,-3.498743,195.552,-6.997485,195.6871,199.185843,199.185843,193.937729,204.433957,-200.935214,-38.053156,-157.633944,3.498743,0,cluster1
1904,0,1.177795,-0.088335,-3.621718,-6.250971,3.322073,-2.443924,1.177795,-5.211741,235.952085,-1.177795,236.113166,237.968193,237.290961,233.757577,241.413242,-236.702063,-2.805922,-229.685526,0,0,cluster1
1905,1.506884,-4.295486,-3.503939,-5.281023,-89.559151,82.187543,5.052392,5.164976,-9.105391,1127.43344,-0.595825,1129.227845,1136.050393,1137.022073,1130.142367,1138.622488,-1136.814227,-93.447605,-1038.359263,-0.994197,0,cluster1
1906,0,-7.863511,15.744342,0,-6.928203,4.042607,15.744342,0,0,23.095165,0,33.861593,41.725104,25.980762,33.844273,10.23642,-2.37291,0.935307,-34.796901,7.863511,0,cluster1
1907,-7.517101,3.75855,-4.674805,2.842295,-14.377754,0.848705,10.359396,3.75855,0.916255,106.176447,-3.75855,110.262354,114.93716,117.779455,114.020905,117.779455,-129.055106,-30.32821,-94.052091,0,0,cluster1
1908,0,0,-0.282324,-0.282324,-8.37793,6.062178,-0.282324,0,0.282324,38.688819,0,41.569219,41.851544,41.569219,41.569219,41.569219,-41.569219,-8.660254,-32.626641,0,0,cluster1
1909,2.701999,0.450333,0,-4.889579,-31.627248,22.779932,-3.152332,0.900666,-9.006664,287.0268,-0.386247,290.984536,293.172116,291.434869,286.417118,295.10162,-290.534202,-27.123916,-259.807621,-2.766085,0,cluster1
1910,0,-1.073872,-1.610807,0,-9.855369,7.350824,0.536936,0.536936,-1.073872,160.30823,-1.073872,161.201969,163.886647,163.886647,163.886647,162.812776,-163.886647,-10.929241,-151.883535,1.073872,0,cluster1
1911,-2.511474,-0.831384,-2.30536,-1.473975,-30.534324,25.956513,2.700267,-0.703213,-7.688574,315.397792,-0.703213,317.103862,323.566143,321.260784,315.680116,323.051724,-325.563198,-32.857004,-286.818953,-0.831384,0,cluster1
1912,-6.166101,-10.617471,-1.406425,-5.32086,-17.646134,10.201779,5.868188,5.022947,-6.422444,230.428575,-1.108513,234.537,235.406489,240.131524,237.897178,239.577268,-241.257357,-20.732648,-218.564027,6.14878,0,cluster1
1913,12.366843,-12.366843,-12.366843,-12.366843,-17.320508,7.794229,12.366843,12.366843,-12.366843,21.893122,0,6.685716,31.419402,31.419402,19.052559,31.419402,-6.685716,-17.320508,-1.732051,0,0,cluster1
1914,3.74123,0.259808,-0.924915,-1.924308,-84.205382,77.608001,-0.578505,0.69282,-5.067981,1772.857925,-0.652983,1776.564513,1781.190821,1778.123359,1776.477911,1778.636046,-1777.989991,-81.712961,-1690.902477,-2.828439,0,cluster1
1915,0,-3.204294,0,0,-5.196152,3.21815,0,0,0,25.734811,0,24.508519,27.712813,27.712813,30.917107,27.712813,-24.508519,-1.991858,-22.51666,3.204294,0,cluster1
1916,3.308217,-0.467654,0,-5.196152,-31.644568,22.909836,-3.325538,0,-8.972023,283.029226,0,287.988088,289.893344,287.988088,282.791935,291.781279,-287.05278,-26.448416,-256.811173,-3.308217,0,cluster1
1917,2.133887,2.785138,-3.330734,-0.431281,-123.498687,121.151758,0.341214,1.626396,-0.704945,5112.277862,-0.304841,5115.979255,5117.262705,5118.769589,5117.254044,5114.988522,-5117.340647,-121.193327,-4991.382448,2.000519,0,cluster1
1918,-0.311769,0.017321,0.765566,-1.132761,-180.018969,171.637575,1.181259,2.740104,-3.207758,2859.738859,-2.054212,2866.093753,2867.226515,2868.549801,2865.480607,2865.806233,-2870.579765,-181.654025,-2685.30229,0.682428,0,cluster1
1919,12.124356,-1.732051,3.464102,2.026499,-1.732051,-6.100283,0,0,-10.392305,35.174488,0.294449,36.373067,44.738872,43.30127,38.105118,40.426066,-38.399566,-1.437602,-29.150415,-10.686753,0,cluster1
1920,-8.140639,-0.017321,2.026499,-2.04382,-23.659814,22.249925,8.140639,4.404605,-8.140639,127.905024,0.334286,131.341413,127.271093,137.420911,123.53506,135.394412,-143.53505,-34.161238,-103.6286,-4.052999,0,cluster1
1921,-4.312807,-3.08305,-0.095263,0.510955,-28.137165,26.155699,6.677056,1.931237,-9.136568,354.041577,-2.953147,351.900763,355.685294,361.68685,356.880409,356.178928,-364.163682,-36.312445,-326.032584,1.853294,0,cluster1
1922,-12.366843,-6.183421,-0.41396,5.769461,-16.906548,-10.335147,11.952883,18.550264,-5.769461,43.429442,-18.550264,40.58195,40.995911,46.765372,28.629068,47.179332,-59.546175,-29.273391,-28.616943,6.183421,0,cluster1
1923,-3.464102,-3.464102,3.152332,6.616434,-13.544637,0.673768,6.616434,10.392305,-3.152332,47.12737,-10.392305,46.765372,43.613039,53.693575,39.837169,50.229473,-57.157677,-20.78461,-32.597196,0,0,cluster1
1924,4.78046,-0.796743,-1.567506,-5.949595,-11.1648,3.975057,-4.754479,-0.985537,-8.790158,242.79715,0,245.552843,250.307322,245.741637,243.114115,250.284806,-245.105974,-5.589328,-230.903157,-2.599808,0,cluster1
1925,-3.100371,9.266472,0,0,-5.940934,12.321809,0,-3.08305,3.08305,29.278587,0,22.880391,25.980762,29.063813,19.797341,32.164183,-32.146863,-9.041305,-4.589935,-3.08305,0,cluster1
1926,1.541525,1.541525,-3.548972,-2.007447,-27.246891,28.405633,1.075604,0.465922,-1.075604,142.636116,-1.075604,143.950743,147.499715,150.116843,149.04124,147.033793,-148.575318,-29.72026,-117.313533,-3.08305,0,cluster1
1927,5.958255,-8.937382,-2.979127,-5.958255,-8.660254,-3.841689,-5.958255,2.979127,-8.937382,54.07809,-2.979127,54.663523,63.600906,60.621778,60.621778,66.580033,-60.621778,-2.701999,-51.961524,-2.979127,0,cluster1
1928,4.018358,-4.018358,-3.297825,-3.297825,-31.897448,27.76131,-3.297825,-2.009179,-2.729712,116.262178,0,118.957249,126.273432,122.975607,125.24113,125.24113,-119.213593,-22.883855,-88.244525,4.018358,0,cluster1
1929,-2.355589,2.355589,-3.055338,-3.055338,-26.389526,23.325528,-0.699749,2.705463,-1.655841,84.979609,0.349874,91.798693,87.787263,94.154282,85.0818,91.798693,-94.154282,-32.150327,-56.942902,2.355589,0,cluster1
1930,0,2.338269,-2.024767,-2.024767,-34.3483,34.324051,-2.024767,0,2.024767,125.223809,0,131.635861,133.660629,133.97413,131.635861,131.635861,-133.97413,-36.373067,-93.238027,-2.338269,0,cluster1
1931,5.10955,2.04382,2.04382,-1.02191,-112.813665,98.106822,-3.06573,0.542132,-5.10955,208.727711,0,224.456464,225.478374,225.958152,220.910956,227.042416,-224.998596,-108.12154,-108.034937,-5.651682,0,cluster1
1932,-1.02191,-2.996448,-2.158135,-2.140815,-9.498567,7.066767,3.852081,1.974538,-4.83935,122.947895,-3.983717,121.71121,124.856615,128.691375,130.665913,122.73312,-128.708696,-15.640419,-114.893858,3.983717,0,cluster1
1933,-5.708839,-2.951415,-0.689356,-3.393088,-186.0084,176.965363,4.749283,5.213473,-4.368232,916.989267,-0.448601,928.836494,926.45146,928.666753,921.833813,929.929418,-935.238154,-193.037063,-741.05101,0.985537,0,cluster1
1934,0,1.69741,-5.745213,-0.652983,-46.112389,46.791353,-4.047803,-1.69741,0.652983,267.944796,-3.39482,268.571798,274.317011,277.058847,272.183124,278.972763,-280.670173,-44.851456,-222.634347,-1.69741,0,cluster1
1935,3.031089,0,0.987269,-0.744782,-8.348485,4.634968,-0.744782,0,-1.853294,167.135975,0,170.173992,171.351786,170.607005,170.251934,169.818921,-170.251934,-7.716286,-160.258001,-2.165064,0,cluster1
1936,0.086603,2.632717,-1.060015,-0.919719,-76.909984,71.436704,1.070407,3.093443,-0.654715,1508.001375,0.088335,1516.3412,1515.026573,1517.647166,1514.520815,1514.472317,-1517.588277,-77.81065,-1437.034058,0.351606,0,cluster1
1937,1.229756,0.588897,-0.820992,-1.44453,-19.963618,17.942314,-0.197454,1.818653,-2.227417,188.074737,-1.212436,188.083397,190.134145,192.96778,193.023206,191.77613,-191.152591,-18.304313,-168.275664,0,0,cluster1
1938,4.269505,-0.285788,0,-4.148262,-24.733686,13.683201,-0.519615,1.602147,-8.417767,249.943592,-0.433013,254.031232,257.148923,250.826938,251.776102,256.712446,-254.027768,-18.96942,-228.166517,-1.948557,0,cluster1
1939,0,-2.182384,-0.370659,1.811725,-8.739928,4.740623,-0.370659,0,-3.994109,43.375748,0,41.569219,44.122262,39.386835,41.939878,41.939878,-41.939878,-4.37516,-31.717314,2.182384,0,cluster1
1940,-2.39023,-2.39023,-2.39023,-4.78046,-18.39438,15.881174,-7.188011,2.778209,-7.17069,75.429081,2.79553,70.771596,77.942286,80.332516,74.325764,85.888935,-83.498705,-18.0064,-49.193707,-2.39023,0,cluster1
1941,0,0,0,0,-8.660254,3.464102,0,0,0,20.78461,0,25.980762,25.980762,25.980762,28.118113,28.118113,-28.118113,-6.522903,-15.183157,0,0,cluster1
1942,2.632717,-3.949076,-1.520741,-1.520741,-17.116126,12.999041,1.111977,1.316359,-2.428335,100.297866,0,98.241922,105.028097,103.507356,104.823715,103.507356,-98.241922,-14.687791,-84.666108,1.316359,0,cluster1
1943,0,-3.204294,1.307698,-0.285788,-11.838567,10.832246,1.307698,0,0.285788,74.770901,0,74.737992,79.821561,79.535773,83.025855,76.634588,-73.430294,-7.040787,-66.839841,3.204294,0,cluster1
1944,0,0,0,0,-5.196152,2.598076,0,0,0,7.794229,0,10.392305,10.392305,10.392305,10.392305,10.392305,-10.392305,-5.196152,-5.196152,0,0,cluster1
1945,2.459512,0,-5.544295,-0.62527,-13.958597,13.535977,-3.084782,-2.459512,0.62527,133.70393,-2.459512,137.836603,140.921386,142.755628,140.296115,142.755628,-145.21514,-9.664844,-125.086977,0,0,cluster1
1946,3.689268,-0.727461,-0.995929,-0.268468,-17.311848,6.521171,1.203775,0.744782,-7.802889,154.637496,-0.727461,158.603892,163.30641,159.348674,157.14897,160.076136,-161.548379,-19.797341,-139.300186,-4.43405,0,cluster1
1947,3.983717,-0.658179,0,0.658179,-15.588457,8.267079,0,0.658179,-3.325538,47.307504,0,52.619704,55.945241,51.303345,51.961524,51.961524,-51.961524,-16.246637,-37.031246,-2.667358,0,cluster1
1948,2.355589,0,0,0,-1.732051,-2.355589,-2.355589,0,-2.355589,27.712813,2.355589,29.444864,31.800453,29.444864,29.444864,29.444864,-29.444864,-1.732051,-25.357224,-2.355589,0,cluster1
1949,6.928203,-6.928203,-6.928203,0,-13.856406,2.970467,-6.928203,0,-6.928203,23.755077,-6.928203,20.78461,34.641016,27.712813,28.966818,35.895021,-35.895021,-12.602402,-12.602402,-6.928203,0,cluster1
1950,3.637307,-6.079498,-4.115353,-4.098032,-345.949436,310.383505,-4.098032,0.114315,-8.043644,623.077565,-2.327876,655.944961,657.600802,658.369832,654.829521,653.485449,-651.077899,-342.88717,-305.419447,0,0,cluster1
